code,ticker,codesource,name,market,category,cur,country,continent,date,short_name,coverage,benchmark,performance,month_history,updated,industry,sector
STKVNVHC,VHC,,VINH HOAN CORP.,HSX,LARGE,VND,VIETNAM,ASIA,2024-10-01,VINH HOAN CORP.,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,FOOD & BEVERAGE,CONSUMER GOODS
STKVNVHE,VHE,,VIET NAM HERBS AND FOODS,HNX,SMALL,VND,VIETNAM,ASIA,2024-10-01,VIET NAM HERBS AND FOODS,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,FOOD & BEVERAGE,CONSUMER GOODS
STKVNVHL,VHL,,VIGLACERA HA LONG,HNX,SMALL,VND,VIETNAM,ASIA,2024-10-01,VIGLACERA HA LONG,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,CONSTRUCTION & MATERIALS,INDUSTRIALS
STKVNVHM,VHM,,VINHOMES,HSX,LARGE,VND,VIETNAM,ASIA,2024-10-01,VINHOMES,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,REAL ESTATE,FINANCIALS
STKVNVIB,VIB,,VIBBANK,HSX,LARGE,VND,VIETNAM,ASIA,2024-10-01,VIBBANK,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,BANKS,FINANCIALS
STKVNVIC,VIC,,VINGROUP,HSX,LARGE,VND,VIETNAM,ASIA,2024-10-01,VINGROUP,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,REAL ESTATE,FINANCIALS
STKVNVID,VID,,VIEN DONG PAPER,HSX,SMALL,VND,VIETNAM,ASIA,2024-10-01,VIEN DONG PAPER,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,BASIC RESOURCES,BASIC MATERIALS
STKVNVIF,VIF,,VIETNAM FORESTRY,HNX,MID,VND,VIETNAM,ASIA,2024-10-01,VIETNAM FORESTRY,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,BASIC RESOURCES,BASIC MATERIALS
STKVNVIG,VIG,,VN INDUSTRIAL & COMMERCIAL SECURITIES,HNX,SMALL,VND,VIETNAM,ASIA,2024-10-01,VN INDUSTRIAL & COMMERCIAL SECURITIES,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,FINANCIAL SERVICES,FINANCIALS
STKVNVIP,VIP,,VIET NAM PETROLEUM TRANSPORT,HSX,SMALL,VND,VIETNAM,ASIA,2024-10-01,VIET NAM PETROLEUM TRANSPORT,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,INDUSTRIAL GOODS & SERVICES,INDUSTRIALS
STKVNVIT,VIT,,VIGLACERA TIEN SON,HNX,SMALL,VND,VIETNAM,ASIA,2024-10-01,VIGLACERA TIEN SON,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,CONSTRUCTION & MATERIALS,INDUSTRIALS
STKVNVIX,VIX,,IB SECURITIES,HSX,LARGE,VND,VIETNAM,ASIA,2024-10-01,IB SECURITIES,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,FINANCIAL SERVICES,FINANCIALS
STKVNVJC,VJC,,VIETJET AIR,HSX,LARGE,VND,VIETNAM,ASIA,2024-10-01,VIETJET AIR,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,TRAVEL & LEISURE,CONSUMER SERVICES
STKVNVLA,VLA,,VAN LANG TECHNOLOGY DEVELOPMENT,HNX,SMALL,VND,VIETNAM,ASIA,2024-10-01,VAN LANG TECHNOLOGY DEVELOPMENT,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,TECHNOLOGY,TECHNOLOGY
STKVNVMC,VMC,,VIMECO,HNX,SMALL,VND,VIETNAM,ASIA,2024-10-01,VIMECO,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,CONSTRUCTION & MATERIALS,INDUSTRIALS
STKVNVMD,VMD,,VIMEDIMEX MEDI - PHARMA,HSX,SMALL,VND,VIETNAM,ASIA,2024-10-01,VIMEDIMEX MEDI - PHARMA,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,HEALTH CARE,HEALTH CARE
STKVNVMS,VMS,,VIETNAM MARITIME DEVELOPMENT,HNX,SMALL,VND,VIETNAM,ASIA,2024-10-01,VIETNAM MARITIME DEVELOPMENT,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,INDUSTRIAL GOODS & SERVICES,INDUSTRIALS
STKVNVNC,VNC,,VINACONTROL,HNX,SMALL,VND,VIETNAM,ASIA,2024-10-01,VINACONTROL,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,INDUSTRIAL GOODS & SERVICES,INDUSTRIALS
STKVNVND,VND,,VNDIRECT,HSX,LARGE,VND,VIETNAM,ASIA,2024-10-01,VNDIRECT,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,FINANCIAL SERVICES,FINANCIALS
STKVNVNE,VNE,,VIETNAM ELECTRICITY CONSTRUCTION,HSX,SMALL,VND,VIETNAM,ASIA,2024-10-01,VIETNAM ELECTRICITY CONSTRUCTION,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,CONSTRUCTION & MATERIALS,INDUSTRIALS
STKVNVNF,VNF,,VINAFREIGHT,HNX,SMALL,VND,VIETNAM,ASIA,2024-10-01,VINAFREIGHT,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,INDUSTRIAL GOODS & SERVICES,INDUSTRIALS
STKVNVNG,VNG,,THANH THANH CONG TOURISM,HSX,SMALL,VND,VIETNAM,ASIA,2024-10-01,THANH THANH CONG TOURISM,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,TRAVEL & LEISURE,CONSUMER SERVICES
STKVNVNL,VNL,,VINALINK LOGISTICS,HSX,SMALL,VND,VIETNAM,ASIA,2024-10-01,VINALINK LOGISTICS,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,INDUSTRIAL GOODS & SERVICES,INDUSTRIALS
STKVNVNM,VNM,,VINAMILK,HSX,LARGE,VND,VIETNAM,ASIA,2024-10-01,VINAMILK,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,FOOD & BEVERAGE,CONSUMER GOODS
STKVNVNR,VNR,,VIETNAM REINSURANCE,HNX,MID,VND,VIETNAM,ASIA,2024-10-01,VIETNAM REINSURANCE,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,INSURANCE,FINANCIALS
STKVNVNS,VNS,,VINASUN,HSX,SMALL,VND,VIETNAM,ASIA,2024-10-01,VINASUN,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,INDUSTRIAL GOODS & SERVICES,INDUSTRIALS
STKVNVNT,VNT,,VINATRANS HANOI,HNX,SMALL,VND,VIETNAM,ASIA,2024-10-01,VINATRANS HANOI,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,INDUSTRIAL GOODS & SERVICES,INDUSTRIALS
STKVNVOS,VOS,,VIETNAM OCEAN SHIPPING,HSX,SMALL,VND,VIETNAM,ASIA,2024-10-01,VIETNAM OCEAN SHIPPING,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,INDUSTRIAL GOODS & SERVICES,INDUSTRIALS
STKVNVPB,VPB,,VPBANK,HSX,LARGE,VND,VIETNAM,ASIA,2024-10-01,VPBANK,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,BANKS,FINANCIALS
STKVNVPD,VPD,,VIET NAM POWER DEVELOPMENT JSC,HSX,MID,VND,VIETNAM,ASIA,2024-10-01,VIET NAM POWER DEVELOPMENT JSC,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,UTILITIES,UTILITIES
STKVNVPG,VPG,,VIET PHAT IMPORT EXPORT TRADING INVESTMENT JSC,HSX,SMALL,VND,VIETNAM,ASIA,2024-10-01,VIET PHAT IMPORT EXPORT TRADING INVESTMENT JSC,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,BASIC RESOURCES,BASIC MATERIALS
STKVNVPH,VPH,,VAN PHAT HUNG,HSX,SMALL,VND,VIETNAM,ASIA,2024-10-01,VAN PHAT HUNG,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,REAL ESTATE,FINANCIALS
STKVNVPI,VPI,,VAN PHU - INVEST INVESTMENT,HSX,LARGE,VND,VIETNAM,ASIA,2024-10-01,VAN PHU - INVEST INVESTMENT,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,REAL ESTATE,FINANCIALS
STKVNVPS,VPS,,VIETNAM PESTICIDE,HSX,SMALL,VND,VIETNAM,ASIA,2024-10-01,VIETNAM PESTICIDE,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,CHEMICALS,BASIC MATERIALS
STKVNVRC,VRC,,VRC REAL ESTATE AND INVESTMENT,HSX,SMALL,VND,VIETNAM,ASIA,2024-10-01,VRC REAL ESTATE AND INVESTMENT,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,REAL ESTATE,FINANCIALS
STKVNVRE,VRE,,VINCOM RETAIL,HSX,LARGE,VND,VIETNAM,ASIA,2024-10-01,VINCOM RETAIL,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,REAL ESTATE,FINANCIALS
STKVNVSA,VSA,,VIETNAM OCEAN SHIPPING AGENCY,HNX,SMALL,VND,VIETNAM,ASIA,2024-10-01,VIETNAM OCEAN SHIPPING AGENCY,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,INDUSTRIAL GOODS & SERVICES,INDUSTRIALS
STKVNVSC,VSC,,VIETNAM CONTAINER SHIPPING,HSX,MID,VND,VIETNAM,ASIA,2024-10-01,VIETNAM CONTAINER SHIPPING,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,INDUSTRIAL GOODS & SERVICES,INDUSTRIALS
STKVNVSH,VSH,,VINH SON - SONG HINH HYDROPOWER,HSX,LARGE,VND,VIETNAM,ASIA,2024-10-01,VINH SON - SONG HINH HYDROPOWER,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,UTILITIES,UTILITIES
STKVNVSI,VSI,,WASECO,HSX,SMALL,VND,VIETNAM,ASIA,2024-10-01,WASECO,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,CONSTRUCTION & MATERIALS,INDUSTRIALS
STKVNVSM,VSM,,CENTRAL CONTAINER,HNX,SMALL,VND,VIETNAM,ASIA,2024-10-01,CENTRAL CONTAINER,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,INDUSTRIAL GOODS & SERVICES,INDUSTRIALS
STKVNVTB,VTB,,VIETTRONICS TAN BINH,HSX,SMALL,VND,VIETNAM,ASIA,2024-10-01,VIETTRONICS TAN BINH,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,TOBACCO,CONSUMER GOODS
STKVNVTC,VTC,,VTC TELECOM,HNX,SMALL,VND,VIETNAM,ASIA,2024-10-01,VTC TELECOM,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,TECHNOLOGY,TECHNOLOGY
STKVNVTH,VTH,,VIET THAI ELECTRIC CABLE,HNX,SMALL,VND,VIETNAM,ASIA,2024-10-01,VIET THAI ELECTRIC CABLE,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,INDUSTRIAL GOODS & SERVICES,INDUSTRIALS
STKVNVTJ,VTJ,,VINATABA TRADING & INVESTMENT,HNX,SMALL,VND,VIETNAM,ASIA,2024-10-01,VINATABA TRADING & INVESTMENT,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,RETAIL,CONSUMER SERVICES
STKVNVTO,VTO,,VITACO - VIETNAM TANKER,HSX,SMALL,VND,VIETNAM,ASIA,2024-10-01,VITACO - VIETNAM TANKER,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,INDUSTRIAL GOODS & SERVICES,INDUSTRIALS
STKVNVTP,VTP,,VIETTEL POST,HSX,MID,VND,VIETNAM,ASIA,2024-10-01,VIETTEL POST,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,INDUSTRIAL GOODS & SERVICES,INDUSTRIALS
STKVNVTV,VTV,,CEMENT MATERIALS AND TRANSPORT,HNX,SMALL,VND,VIETNAM,ASIA,2024-10-01,CEMENT MATERIALS AND TRANSPORT,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,CONSTRUCTION & MATERIALS,INDUSTRIALS
STKVNVTZ,VTZ,,VIET THANH PLASTIC TRADING AND MANUFACTURING,HNX,SMALL,VND,VIETNAM,ASIA,2024-10-01,VIET THANH PLASTIC TRADING AND MANUFACTURING,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,CHEMICALS,BASIC MATERIALS
STKVNWCS,WCS,,WEST COACH STATION,HNX,SMALL,VND,VIETNAM,ASIA,2024-10-01,WEST COACH STATION,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,INDUSTRIAL GOODS & SERVICES,INDUSTRIALS
STKVNWSS,WSS,,WALL STREET SECURITIES,HNX,SMALL,VND,VIETNAM,ASIA,2024-10-01,WALL STREET SECURITIES,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,FINANCIAL SERVICES,FINANCIALS
STKVNX20,X20,,X20 JSC,HNX,SMALL,VND,VIETNAM,ASIA,2024-10-01,X20 JSC,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,TOBACCO,CONSUMER GOODS
STKVNYBM,YBM,,YEN BAI INDUSTRY MINERAL,HSX,SMALL,VND,VIETNAM,ASIA,2024-10-01,YEN BAI INDUSTRY MINERAL,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,BASIC RESOURCES,BASIC MATERIALS
STKVNYEG,YEG,,YEAH1 GROUP,HSX,SMALL,VND,VIETNAM,ASIA,2024-10-01,YEAH1 GROUP,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,TRAVEL & LEISURE,CONSUMER SERVICES
STKUSA,A,A,AGILENT TECHNOLOGIES,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,AGILENT TECHNOLOGIES,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,DIAGNOSTICS & RESEARCH,HEALTH CARE
STKUSAAL,AAL,AAL,AMERICAN AIRLINES GROUP,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,AMERICAN AIRLINES GROUP,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,AIRLINES,INDUSTRIALS
STKUSABNB,ABNB,ABNB,AIRBNB A,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,AIRBNB A,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,TRAVEL SERVICES,CONSUMER CYCLICAL
STKUSACGL,ACGL,ACGL,ARCH CAPITAL GROUP,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,ARCH CAPITAL GROUP,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,INSURANCE - DIVERSIFIED,FINANCIAL SERVICES
STKUSACN,ACN,ACN,ACCENTURE A,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,ACCENTURE A,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,INFORMATION TECHNOLOGY SERVICES,TECHNOLOGY
STKUSADI,ADI,ADI,ANALOG DEVICES,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,ANALOG DEVICES,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,SEMICONDUCTORS,TECHNOLOGY
STKUSADM,ADM,ADM,ARCHER DANIELS MIDLAND,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,ARCHER DANIELS MIDLAND,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,FARM PRODUCTS,CONSUMER DEFENSIVE
STKUSADP,ADP,ADP,AUTOMATIC DATA PROCESSING,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,AUTOMATIC DATA PROCESSING,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,STAFFING & EMPLOYMENT SERVICES,INDUSTRIALS
STKUSADSK,ADSK,ADSK,AUTODESK,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,AUTODESK,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,SOFTWARE - APPLICATION,TECHNOLOGY
STKUSAEE,AEE,AEE,AMEREN,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,AMEREN,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,UTILITIES - REGULATED ELECTRIC,UTILITIES
STKUSAEP,AEP,AEP,AMERICAN ELECTRIC POWER,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,AMERICAN ELECTRIC POWER,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,UTILITIES - REGULATED ELECTRIC,UTILITIES
STKUSAES,AES,AES,AES,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,AES,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,UTILITIES - DIVERSIFIED,UTILITIES
STKUSAFL,AFL,AFL,AFLAC,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,AFLAC,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,INSURANCE - LIFE,FINANCIAL SERVICES
STKUSAIG,AIG,AIG,AMERICAN INTERNATIONAL GROUP,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,AMERICAN INTERNATIONAL GROUP,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,INSURANCE - DIVERSIFIED,FINANCIAL SERVICES
STKUSAIZ,AIZ,AIZ,ASSURANT,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,ASSURANT,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,INSURANCE - SPECIALTY,FINANCIAL SERVICES
STKUSAJG,AJG,AJG,ARTHUR J GALLAGHER,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,ARTHUR J GALLAGHER,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,INSURANCE BROKERS,FINANCIAL SERVICES
STKUSAKAM,AKAM,AKAM,AKAMAI TECHNOLOGIES,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,AKAMAI TECHNOLOGIES,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,SOFTWARE - INFRASTRUCTURE,TECHNOLOGY
STKUSALB,ALB,ALB,ALBEMARLE,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,ALBEMARLE,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,SPECIALTY CHEMICALS,BASIC MATERIALS
STKUSALGN,ALGN,ALGN,ALIGN TECHNOLOGY,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,ALIGN TECHNOLOGY,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,MEDICAL DEVICES,HEALTH CARE
STKUSALL,ALL,ALL,ALLSTATE,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,ALLSTATE,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,INSURANCE - PROPERTY & CASUALTY,FINANCIAL SERVICES
STKUSALLE,ALLE,ALLE,ALLEGION,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,ALLEGION,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,SECURITY & PROTECTION SERVICES,INDUSTRIALS
STKUSAMAT,AMAT,AMAT,APPLIED MATERIAL,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,APPLIED MATERIAL,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,SEMICONDUCTOR EQUIPMENT & MATERIALS,TECHNOLOGY
STKUSAMCR,AMCR,AMCR,AMCOR,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,AMCOR,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,PACKAGING & CONTAINERS,CONSUMER CYCLICAL
STKUSAME,AME,AME,AMETEK,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,AMETEK,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,SPECIALTY INDUSTRIAL MACHINERY,INDUSTRIALS
STKUSAMP,AMP,AMP,AMERIPRISE FINANCE,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,AMERIPRISE FINANCE,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,ASSET MANAGEMENT,FINANCIAL SERVICES
STKUSANET,ANET,ANET,ARISTA NETWORKS,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,ARISTA NETWORKS,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,COMPUTER HARDWARE,TECHNOLOGY
STKUSANSS,ANSS,ANSS,ANSYS,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,ANSYS,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,SOFTWARE - APPLICATION,TECHNOLOGY
STKUSAON,AON,AON,AON A,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,AON A,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,INSURANCE BROKERS,FINANCIAL SERVICES
STKUSAOS,AOS,AOS,A O SMITH,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,A O SMITH,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,SPECIALTY INDUSTRIAL MACHINERY,INDUSTRIALS
STKUSAPA,APA,APA,APA,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,APA,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,OIL & GAS E&P,ENERGY
STKUSAPD,APD,APD,AIR PRODUCTS AND CHEMICALS,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,AIR PRODUCTS AND CHEMICALS,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,SPECIALTY CHEMICALS,BASIC MATERIALS
STKUSAPH,APH,APH,AMPHENOL A,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,AMPHENOL A,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,ELECTRONIC COMPONENTS,TECHNOLOGY
STKUSAPTV,APTV,APTV,APTIV,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,APTIV,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,AUTO PARTS,CONSUMER CYCLICAL
STKUSARE,ARE,ARE,ALEXANDRIA REAL ESTATE EQUITIES REIT,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,ALEXANDRIA REAL ESTATE EQUITIES REIT,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,REIT - OFFICE,REAL ESTATE
STKUSATO,ATO,ATO,ATMOS ENERGY,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,ATMOS ENERGY,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,UTILITIES - REGULATED GAS,UTILITIES
STKUSAVB,AVB,AVB,AVALONBAY COMMUNITIES REIT,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,AVALONBAY COMMUNITIES REIT,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,REIT - RESIDENTIAL,REAL ESTATE
STKUSAVY,AVY,AVY,AVERY DENNISON,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,AVERY DENNISON,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,PACKAGING & CONTAINERS,CONSUMER CYCLICAL
STKUSAWK,AWK,AWK,AMERICAN WATER WORKS,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,AMERICAN WATER WORKS,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,UTILITIES - REGULATED WATER,UTILITIES
STKUSAXON,AXON,AXON,AXON ENTERPRISE,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,AXON ENTERPRISE,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,AEROSPACE & DEFENSE,INDUSTRIALS
STKUSAZO,AZO,AZO,AUTOZONE,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,AUTOZONE,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,SPECIALTY RETAIL,CONSUMER CYCLICAL
STKUSBAX,BAX,BAX,BAXTER INTERNATIONAL,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,BAXTER INTERNATIONAL,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,MEDICAL INSTRUMENTS & SUPPLIES,HEALTH CARE
STKUSBBWI,BBWI,BBWI,BATH AND BODY WORKS,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,BATH AND BODY WORKS,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,SPECIALTY RETAIL,CONSUMER CYCLICAL
STKUSBBY,BBY,BBY,BEST BUY,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,BEST BUY,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,SPECIALTY RETAIL,CONSUMER CYCLICAL
STKUSBDX,BDX,BDX,BECTON DICKINSON,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,BECTON DICKINSON,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,MEDICAL INSTRUMENTS & SUPPLIES,HEALTH CARE
STKUSBEN,BEN,BEN,FRANKLIN RESOURCES,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,FRANKLIN RESOURCES,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,ASSET MANAGEMENT,FINANCIAL SERVICES
STKUSBF-B,BF-B,BF-B,BROWN-FORMAN CORPORATION,"",LARGE,USD,UNITED STATES,,2024-09-03,BROWN-FORMAN CORPORATION,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,BEVERAGES - WINERIES & DISTILLERIES,CONSUMER DEFENSIVE
STKUSBG,BG,BG,BUNGE,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,BUNGE,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,FARM PRODUCTS,CONSUMER DEFENSIVE
STKUSBIIB,BIIB,BIIB,BIOGEN INC,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,BIOGEN INC,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,DRUG MANUFACTURERS - GENERAL,HEALTH CARE
